Loc2_CornyCholmc2_00000	#Cmowy l#es.
Loc3_Zahrodnik_00133	Na#so wojwodstwo njama razka kuska zda#ya wo balistice kanonoweje kulki. A za kim wo#laju? Za mnu!
Loc3_Zastup_00000	W#on hlada z wokna.
Loc3_Zastup_00001	Won gl#eda z woknom wen.
Loc3_Zastup_00003	Durje do twarjenja.
Loc3_Zastup_00004	#Durja do twarjenja.
Loc3_Zastup_00006	Su zawrjene. Nimam klu#k.
Loc3_Zastup_00007	Su zamknjone. Njamam kluc.
Loc3_Zastup_00009	Zaw#era.
Loc3_Zastup_00010	Zaw#era.
Loc3_Zastup_00012	Zaw#eru m#o#ze#s jeno#z wot nut#rka wotewr#e#c.
Loc3_Zastup_00013	Zaw#eru mo#zo#s jano wot nut#yi wotwori#y.
Loc3_Zastup_00015	Ja so p#rez zaw#eru njekrosnuju.
Loc3_Zastup_00016	Ja p#yez zaw#eru njel#ezu.
Loc3_Zastup_00018	Zastup p#la#ci 7 tolerjow.
Loc3_Zastup_00019	Zastup p#la#yi 7 tolarjow.
Loc3_Zastup_00021	Ow, tajki rjany a wosebje mjechki ko#zuch. To je prawa pod#loha za m#oj st#olc! Wutrobny d#dak, h#ol#ke.
Loc3_Zastup_00022	Ow, taki r#edny a wosebnje m#eki ko#zuch. To jo p#sawa pod#loga za moj sto#l! Wut#sobny #d#ek, golack.
Loc3_Zastup_00024	Za to m#o#ze#s skoku do h#o#ntwjerskeho dwora pohlada#c. Zaw#eru #ci zb#ehnu a potom p#o#ndu sej po lunk kofeja.
Loc3_Zastup_00025	Za to mo#zo#s malsnje do go#ntwarskego dwora pogl#eda#y. Zaw#eru #yi wocynim a potom pojdu na #sluk kafeja.
Loc3_Zastup_00027	Ja sym Krabat. A #st#o sy ty?
Loc3_Zastup_00028	Njeje to wostud#le - cy#ly d#de#n zastupne lis#ciki p#redawa#c?
Loc3_Zastup_00029	M#o#zu #ci z n#e#kim pomha#c?
Loc3_Zastup_00030	Znaje#s Handrija Zahrodnika?
Loc3_Zastup_00031	#Sto je to do twara?
Loc3_Zastup_00032	M#o#zu sej mane#zu wobhlada#c?
Loc3_Zastup_00033	S#ly#su spod#diwne zynki.
Loc3_Zastup_00034	Tajke n#e#sto surowe! Wbohi law!
Loc3_Zastup_00035	To by by#lo, bo#zemje.
Loc3_Zastup_00036	Ja som Krabat. A chto sy ty?
Loc3_Zastup_00037	Njejo to wostudne - ce#ly #de#n kortki p#yedawa#y?
Loc3_Zastup_00038	Mogu #yi z n#ecym pomaga#y?
Loc3_Zastup_00039	Znajo#s Handrija Zagrodnika?
Loc3_Zastup_00040	Kaka jo to twa#x?
Loc3_Zastup_00041	Mogu se mane#zu wobgl#eda#y?
Loc3_Zastup_00042	S#ly#sym #diwne zuki.
Loc3_Zastup_00043	Take n#eco surowe! Bogi law!
Loc3_Zastup_00044	To by by#lo, na zasejwi#denje.
Loc3_Zastup_00054	Sym Mato a p#redawam zastupne lis#ciki.
Loc3_Zastup_00055	Som Mato a p#yedawam kortki.
Loc3_Zastup_00057	N#e, to zaw#es#ce nic. Mje pak p#reco tak chribjet boli. Po#l dnja dyrbju tu na twjerdym st#olcu syda#c a nikoho to njestara.
Loc3_Zastup_00058	N#e, to zaw#es#ce nic. M#e pak p#yecej tak k#yebjat boli. Po#l dnja dejm how na twardem stole sej#de#y a nikogo to njestara.
Loc3_Zastup_00060	Haj, w#ezo, z mjechkej pod#lohu za m#oj st#olc. Potom by so m#oj chribjet zaso wo#kerstwi#l.
Loc3_Zastup_00061	Jo, se w#e, z m#ekeju pod#logu za moj sto#l. Potom by se moj k#yebjat zasej woch#lo#di#l.
Loc3_Zastup_00063	N#e, tute mjeno hi#s#ce #zenje s#ly#sa#l njejsym.
Loc3_Zastup_00064	N#e, take m#e hy#s#ci #zednje s#ly#sa#l njejsom.
Loc3_Zastup_00066	To je ho#ntwjerski dw#or - mane#za za eksotiske zw#erjata. Awgust d#diwje zw#erjata lubuje.
Loc3_Zastup_00067	To jo go#ntwarski dwor - mane#za za eksotiske zw#erjeta. Awgust #diwe zw#erjeta lubujo.
Loc3_Zastup_00069	To p#la#ci 7 tolerjow.
Loc3_Zastup_00070	To p#la#yi 7 tolarjow.
Loc3_Zastup_00072	Tam nut#rka law zaso wojaka honi. Ka#z w starym Romje. Jeno#z kolosejum nam hi#s#ce pobrachuje.
Loc3_Zastup_00073	Tam nut#yi law zasej wojaka goni. Ka#z w starem Romje. Jano kolosej nam hy#s#ci felujo.
Loc3_Zastup_00075	Wo lawa njebych sej staros#cow #kini#l. Skerje wo wojakowu drastu. To bud#de so jeho #zona zaso huntori#c.
Loc3_Zastup_00076	Wo lawa njeby se staros#ci#l. Skerjej wo wojakowu drastwu. To bu#do jogo #ze#nska zasej #s#coka#y.
Loc3_Zastup_00078	Tajku rjanu rje#cazowu ko#slu d#d#e d#densni#si d#de#n hubjenje d#ostanje#s.
Loc3_Zastup_00079	Take r#edne rje#yazowe zg#lo ga #dinsaj#sny #de#n #spatnje dostanjo#s.
Loc3_Zelen_00000	Podpisany dokument - dobra p#red#loha za potwjerd#denku!
Loc3_Zelen_00001	Podpisany dokument - dobra p#yed#loga za wobtwar#denje!
Loc3_Zelen_00003	Klaw#er.
Loc3_Zelen_00004	Klaw#er.
Loc3_Zelen_00006	St#olc.
Loc3_Zelen_00007	Sto#l.
Loc3_Zelen_00009	To su nastroje za zyglowanje.
Loc3_Zelen_00010	To su r#edy za zyglowanje.
Loc3_Zelen_00012	Haj, bych rady na nim hra#l.
Loc3_Zelen_00013	Jo, by rad na njom gra#l.
Loc3_Zelen_00015	Nochcu so sydny#c.
Loc3_Zelen_00016	Njok se sednu#y.
Loc3_Zelen_00018	Nic hi#s#ce raz!
Loc3_Zelen_00019	Nic hy#s#ci raz!
Loc3_Zelen_00021	N#e#sto pozd#di#so.
Loc3_Zelen_00022	N#eco pozd#dej.
Loc3_Zelen_00024	N#etko l#epi kralowski pje#kat na dowolnos#ci.
Loc3_Zelen_00025	N#ent lipjo kralojski zygel na dowolnos#ci.
Loc3_Zelen_00027	To njetrjebam!
Loc3_Zelen_00028	To njetrjebam!
Loc3_Zelen_00030	Nic hi#s#ce raz!
Loc3_Zelen_00031	Nic hy#s#ci raz!
Loc3_Zelen_00033	#Sto tu pyta#s, s#lu#zowniko? #Sto ma to r#eka#c? N#etko s#lu#zownicy hi#zo w mojich w#ecach #ku#sla!
Loc3_Zelen_00034	Co how pyta#s, s#lu#zabnik? Co ma to groni#y? N#ento s#lu#zabnice ju#zo w mojich w#ecach snuchle!
Loc3_Zelen_00036	Majestos#c, znaje#ce mje tola! Ja sym Krabat, swinjacy pastyr z Jitka.
Loc3_Zelen_00037	Majestos#c, m#e ga znajo#yo! Ja som Krabat, pasty#x swini z Jitka.
Loc3_Zelen_00039	Kral njeznaje tajkeho pastyrja. Pre#k z nim!
Loc3_Zelen_00040	Kral njeznajo takego pastyrja. P#sec z nim!
Loc4_Doma4_00000	Doma b#e w#ezo wulke wjeselo po nawr#o#ce zhubjeneho syna. Ma#c b#e#se na#seho m#lodeho rjeka porjadnje wuswarje#la, ale wje#kor p#ri dobrym kusku swinje#ca, kotre#z b#e#se nan zar#eza#l, so #cmowe mr#o#kele ma#cerneje staros#ciwos#ce rozpu#s#cichu. Krabat dyrbje#se p#ri njed#delskej sukni ma#cerje slubi#c, zo wostanje w domiznje.
Loc4_Doma4_00001	Doma jo by#lo, se w#e, wjelike wjasele po wro#yenju zgubjonego syna. Mama jo na#somu ry#yarjeju por#ednje na#s#coka#la, ale wjacor p#yi dobrem kusku swinje, kotaru#z jo nan #slachtowa#l, su se #yamne mrokawy mamineje staros#ciwos#ci roztergnuli. Krabat jo p#yi nje#delskej ko#suli mamy zlubi#y musa#l, a#z wostanjo w domowni.
Loc4_Doma4_00003	Haj, w domiznje, #sto#z zap#rija w#ezo te#z ma#lu serbsku wjesku Wotrow, nad kotrej#z tr#onuje wu#cek na#sich prjedownikow - hrod#di#s#co.%%Tam chowa so s#lawna kniha. A Krabat so zaso na pu#c poda.
Loc4_Doma4_00004	Domownja jo teke serbska wjas Wotrow, nad kotarej#z tronujo gro#di#s#co na#sych pr#edownikow a jich schowani#s#co pok#ladow.%%Tam chowaju se s#lawne knig#ly. A Krabat se zasej na drogu dajo.
Loc4_Extro_00000	Koraktor b#e#se w dobrymaj rukomaj. Krabat bu znaty a zdobom dobro#cel serbskeho luda. Na#lo#zowa#se m#oc knihi a swoje nazhonjenja na dobro chudych. Pol#ep#si jim p#eskojtu rolu, wusu#si tonid#la, zm#erowa #sk#odne njewjedra a hdys a hdys p#estowa#se te#z styki do Drje#zd#dan.
Loc4_Extro_00001	Koraktor jo by#l w dobryma rukoma. Krabat jo by#l w#su#di znaty a zrownju dobrotnik serbskego luda. Jo na#lo#zowa#l moc knig#low a swoje nazgonjenja na dobro chudych lu#di. Jo jim jich p#eskojtu rolu pol#ep#sy#l, jo wusu#sy#l b#lota, jo zm#erowa#l #skodne njewjedra a tam a zas jo teke do Drje#zd#dan wogl#eda#l.
Loc4_Extro_00003	Krabat b#e dobra du#sa. Po jeho smjer#ci zwosta jeno#z pow#es#c, ki#z so p#rez mjezy serbskich honow roz#s#eri. Kuz#larska kniha pak so #zenje wjace njenamaka. Stary m#lod#denc, ka#z jeho burja mjenowachu, potomstwo njem#eje#se. Tola jeho duch je #zi#lka na#seho #ziwjenja. K#o#zdy m#o#ze tak sylny, wutrajny, zmu#zity a njesebi#kny by#c, ka#z w#on. Dyrbi jeno#z Krabatowu stronku w sebi namaka#c.
Loc4_Extro_00004	Krabat jo dobra du#sa by#la. Po jogo smjer#yi jo wosta#la jano pow#es#c, kotara#z jo se p#yez granice serbskego kraja roz#syri#la. Guslowarske knig#ly pak se #zednje w#ecej namakali njejsu. Stary m#lo#de#nc, ka#z jogo bury su pomjenjowali, njejo derbnikow m#e#l. Ale jogo duch jo #zy#lka na#sogo #zywjenja. Ku#zdy mo#zo tak mocny, wutrajny, zmu#zny a njesebny by#y ako won. Musy jano Krabatowy bok w sebje namaka#y.
Loc4_Extro_00006	Pow#es#c wo pastyrskim h#olcu z Jitka wostanje kruty wobstatk na#seho w#edomja, do#lho#z s#ly#simy pluskotanje Kl#o#sterskeje wody.
Loc4_Extro_00007	Pow#es#c wo pastyrskem golcu z Jitka wostanjo k#suty wobstatk na#seje w#edobnos#ci, tak d#lujko ako s#ly#symy pluskotanje Klo#sterskeje wody.
Loc4_Extro_00009	Design hry: Jan Bje#n#s a J#prg H#ubner$$Program#erowanje: Daniel Zoba a Stefan Zarje#nk$$Rysowanki: #S#c#epan Hanu#s$$Grafika a animacije: Jan Bje#n#s$$Hud#dba: Micha#l Cy#z$$Dialogi a teksty: J#prg H#ubner$$Lektorka: Bo#zena Pawlikec$$P#re#lo#zk do delnoserb#s#ciny: Gerat Nagora$$Beta-test:$Tilo Vollprecht$Stefan Krau#t$Ingo R#uckert$Micha#l Cy#z$Anke Richter$Frank Bensch$Stefan Ranft$Thomas Kliem$Stefan H#ubner$Michael Meich#tner$Marcus H#afner$Micha#l #So#lta$$Wobalka a p#riru#kka: Toma#s #So#lta$$Fotografija: Toma#s #So#lta$$Wutrobny d#dak:$Stefan Krau#t$Torsten Mak$Weronika #Zurowa$$Zhotowjene w nadawku Za#lo#zby za serbski lud
Loc4_Extro_00010	Design gry: Jan Bje#n#s a J#prg H#ubner$$Program#erowanje: Daniel Zoba a Stefan Zarje#nk$$Kreslanki: #S#c#epan Hanu#s$$Grafika a animacije: Jan Bje#n#s$$Muzika: Micha#l Cy#z$$Dialogi a teksty: J#prg H#ubner$$Lektorka: Bo#zena Pawlikec$$P#ye#lo#zk do dolnoserb#s#ciny: Gerat Nagora$$Beta wuprob#erowanje:$Tilo Vollprecht$Stefan Krau#t$Ingo R#uckert$Micha#l Cy#z$Anke Richter$Frank Bensch$Stefan Ranft$Thomas Kliem$Stefan H#ubner$Michael Meich#tner$Marcus H#afner$Micha#l #So#lta$$Wobalka a p#yirucka: Toma#s #So#lta$$Fotografija: Toma#s #So#lta$$Wut#sobny #d#ek:$Stefan Krau#t$Torsten Mak$Weronika #Zurowa$$Zgotowjenje w nadawku Za#lo#zby za serbski lud
Loc4_Extro_00011	Spieldesign : Jan Bensch und J#prg H#ubner$$Programmierung : Daniel Sobe und Stefan Saring$$Zeichnungen : Stefan Hanusch$$Grafik und Animationen : Jan Bensch$$Musik : Michael Ziesch$$Dialoge und Texte : J#prg H#ubner$$Lektorin : Bo#zena Paulick$$#Ubersetzung ins Niedersorbische: Gerhard Nagora$$Betatester:$Tilo Vollprecht$Stefan Krau#t$Ingo R#uckert$Micha#l Cy#z$Anke Richter$Frank Bensch$Stefan Ranft$Thomas Kliem$Stefan H#ubner$Michael Meich#tner$Marcus H#afner$Micha#l #So#lta$$Verpackungsdesign : Thomas Scholze$$Fotografie : Thomas Scholze$$Besonderer Dank an :$Stefan Krau#t$Torsten Mak$Weronika #Zurowa$$Hergestellt im Auftrag der Stiftung f#ur das sorbische Volk
Loc4_Extro_00012	(c) Za#lo#zba za serbski lud 2001
Loc4_Extro_00013	(c) Za#lo#zba za serbski lud 2001
Loc4_Hrodz_00000	Wulki kamje#n. Zdawa so #ce#zki.
Loc4_Hrodz_00001	Wjeliki kamje#n. Zdawa se #y#e#zki.
Loc4_Hrodz_00003	Zaperlot, sym m#ocny kadla. N#etko pak sym #ce#zki pacho#l.
Loc4_Hrodz_00004	Zaperlot, som mocny kjarl. N#ent pak som #y#e#zki.
Loc4_Hrodz_00006	Hmmm ...
Loc4_Hrodz_00007	Hmmm ...
Loc4_Hrodz_00009	Hmmm ...
Loc4_Hrodz_00010	Hmmm ...
Loc4_Hrodz_00012	AAAAAAAAAAH!
Loc4_Hrodz_00013	AAAAAAAAAAH!
Loc4_Rowy_00000	N#etko #ce zni#ku!
Loc4_Rowy_00001	Na tut#on wokomik sym jara do#lho #kaka#l!
Loc4_Rowy_00002	Njeje wupu#ca, Krabato!
Loc4_Rowy_00003	Ma#c bud#de ch#etro p#laka#c.
Loc4_Rowy_00004	Ja #ce rozt#l#o#ku!
Loc4_Rowy_00005	Ty njekni#komny wu#komniko, ha#nba w#sitkich m#lynskich!
Loc4_Rowy_00006	N#ento #yi znicym!
Loc4_Rowy_00007	Na to wokognu#ye som wjelgin d#lujko caka#l!
Loc4_Rowy_00008	Njejo wudrogi, Krabat!
Loc4_Rowy_00009	Mama bu#do bejnje p#laka#y.
Loc4_Rowy_00010	Ja #yi rozt#locym!
Loc4_Rowy_00011	Ty njeknicomny wuknje#nc, sromota w#syknych m#ly#nskich!
Loc4_Rowy_00018	Ow jej! Lute kos#ce!
Loc4_Rowy_00019	Uch! Same kos#ci!
Loc4_Rowy_00021	Hlinjane sudobjo.
Loc4_Rowy_00022	Gjarnce.
Loc4_Rowy_00024	To je postawa Swaixtixa. Wid#dach ju$na rysowance knjeza fararja.
Loc4_Rowy_00025	To jo figura Swaixtixa. Som ju$na kreslance kn#eza fararja wi#de#l.
Loc4_Rowy_00027	Syno.
Loc4_Rowy_00028	Suche seno.
Loc4_Rowy_00030	To su rowy m#e#snikow a w#ojwodow Mil#kanow.
Loc4_Rowy_00031	To su rowy mjer#snikow a wojwodow Milcanow.
Loc4_Rowy_00033	Spod#diwnje. Runje na tut#on row wjace sw#ecy pada.
Loc4_Rowy_00034	#Diwnje. Rowno na ten row w#ecej sw#et#la pada.
Loc4_Rowy_00036	M#lynk.
Loc4_Rowy_00037	M#lynik.
Loc4_Rowy_00039	Ruka Swaixtixa.
Loc4_Rowy_00040	To jo ruka Swaixtixa.
Loc4_Rowy_00042	Sym so hi#zo nastr#o#zi#l!
Loc4_Rowy_00043	Do njego njegl#edam!
Loc4_Rowy_00045	Syno le#zi w we wopornej #skl#e.
Loc4_Rowy_00046	Seno la#zy we wopornej #skl#e.
Loc4_Rowy_00048	Syno so w #skli pali.
Loc4_Rowy_00049	Seno so w #skl#e pali.
Loc4_Rowy_00051	Toho so rad#so njed#otknu.
Loc4_Rowy_00052	Te lubjej njepotusnjom.
Loc4_Rowy_00054	Postawa je p#re#ce#zka.
Loc4_Rowy_00055	Figura jo p#ye#y#e#zka.
Loc4_Rowy_00057	To wjace njetrjebam.
Loc4_Rowy_00058	Dos#c!
Loc4_Rowy_00060	Tu je p#re#cma. Nochcu so ni#keho d#otkny#c.
Loc4_Rowy_00061	How jo p#ye#ymojte. Njok nic potusnu#y.
Loc4_Rowy_00063	Z m#lynkom wjace njer#e#ku!
Loc4_Rowy_00064	Wostaj#yo m#e na pokoj!
Loc4_Rowy_00066	Tak to nje#nd#de!
Loc4_Rowy_00067	Tak nic!
Loc4_Rowy_00069	Do kajkeje pr#ozdnjency sym so n#etko zaso zapadny#l?
Loc4_Rowy_00070	#Do som se n#ento zasej zawali#l?
Loc4_Rowy_00072	Hej, njeje to swjatnica, kotru#z pytam?
Loc4_Rowy_00073	Hej, njejo to sw#etnica, kotaru#z pytam?
Loc4_Rowy_00075	To w#on njetrjeba.
Loc4_Rowy_00076	To won njetrjeba.
Loc4_Rowy_00078	To nochcu n#etko zapali#c.
Loc4_Rowy_00079	To jo figura Swaixtixa.
Loc4_Rowy_00081	Hrubos#c njepomha.
Loc4_Rowy_00082	Gropnos#c #zednje njepomaga.
Loc4_Rowy_00084	Ja tola h#lupy njejsym.
Loc4_Rowy_00085	To se wobchowam.
Loc4_Rowy_00087	Strowju #ce, wu#komniko!
Loc4_Rowy_00088	Strowim #yi, wuknje#nc!
Loc4_Rowy_00090	Huch, m#lynko, ty?!
Loc4_Rowy_00091	Huch, m#lynik?
Loc4_Rowy_00093	Nochce#s swojeho stareho mi#stra postrowi#c?
Loc4_Rowy_00094	Njoco#s swojogo starego mejstarja wuwita#y?
Loc4_Rowy_00096	#Sto tu pyta#s?
Loc4_Rowy_00097	Co how pyta#s?
Loc4_Rowy_00099	To r#eka #fwy#F! #Sto #fwy#F tu pyta#ce? Wu#ka tajke zad#der#zenje w Drje#zd#danach?
Loc4_Rowy_00100	To se groni #fwy#F! Co #fwy#F how pyta#yo? Wuce take za#dar#zanje w Drje#zd#danach?
Loc4_Rowy_00102	Zwotkel w#es#ce, zo b#ech w Drje#zd#danach?
Loc4_Rowy_00103	Wotkul to zasej w#es#co?
Loc4_Rowy_00105	Njepodh#odno#cej starych lud#di!
Loc4_Rowy_00106	Njepodgodnos#ci starych lu#di!
Loc4_Rowy_00108	Rjane to kuz#larske #kinki. K#o#kka m#eje#se prawje. Wone woprawd#de jeno#z za d#d#e#cace narodniny dosahaja.
Loc4_Rowy_00109	R#edne guslowarske kuski. Kocka jo p#sawje m#e#la. Woni jano za rozwjaselenje ma#lych #di#yi na narodnem dnju dosegaju.
Loc4_Rowy_00111	Sym #ce zaw#erno podh#odno#ci#l. N#etko pak daj, #sto#z mi s#lu#sa.
Loc4_Rowy_00112	Som #yi nap#sawdu podgodno#yi#l. N#ento pak daj, co#z m#e s#lu#sa.
Loc4_Rowy_00114	Njew#em scy#la, #sto m#eni#ce.
Loc4_Rowy_00115	Sce#lego njew#em, co m#eni#yo.
Loc4_Rowy_00117	Nje#zortuj ze mnu, Krabato! Daj mi Koraktor! W#on je herbstwo mojich prjedownikow!
Loc4_Rowy_00118	Nje#zortuj ze mnu, Krabat! Daj m#e Koraktor! Won jo derbstwo mojich pr#edownikow!
Loc4_Rowy_00120	Z tajkej hoberskej mocu tak a tak wobchad#de#c njezam#o#ze#ce.
Loc4_Rowy_00121	Z takeju mocu tak a tak wobchada#y njezamo#zo#yo.
Loc4_Rowy_00123	#Sto sej zwa#zi#s, mi tajke n#e#sto praji#c?
Loc4_Rowy_00124	Co se zw#eri#s, take n#eco groni#y?
Loc4_Rowy_00126	Tole we wokomiku jara dok#ladnje wid#du. M#ocny kuz#lar, nasl#ednik wulkeho m#e#sniskeho splaha, wisa jako njetopyr p#red m#lodym kadlu na wjerchu swjatnicy.
Loc4_Rowy_00127	To we wokognu#yu wjelgin dokradnje wi#dim! Wjeliki guslowa#x, nasl#ednik wjelikego mjer#sniskego roda, wisy ako njetopy#x p#yed m#lodym kjarlikom na wjerchu sw#etnice.
Loc4_Rowy_00129	To je mi p#reh#lupje, ja rad#so du!
Loc4_Rowy_00130	To jo m#e p#yeg#lupe, ja lubjej #dom!
Loc4_Rowy_00132	Ty nihd#de njep#o#nd#de#s!
Loc4_Rowy_00133	Ty m#e ni#di njepoj#do#s!
Loc4_Rowy_00135	To bud#demy wid#de#c. Takle wisajo je drje wam krej do h#lowy stupi#la, #sto?
Loc4_Rowy_00136	To bu#domy wi#de#y. Tam wisecy jo drje wam k#sej do g#lowy stupi#la, co?
Loc4_Rowy_00138	N#etko pak k#onc! Tajke wudma njejsu ni#ko za wu#si porjadneho serbskeho kadle!
Loc4_Rowy_00139	N#ento pak ko#nc! Take god#la njejsu nic za wu#sy por#ednego serbskego kjarla!
Loc4_Rowy_00141	N#e! Pre#k z knihu!
Loc4_Rowy_00142	N#e! P#sec z tymi knig#lami!
Loc4_Rowy_00144	Najprjedy za njej rjeji#ce, a n#etko? #Sto tu zajimaweho steji? #fMali#kkos#ce za dobrych p#re#celow#F - w porjadku.
Loc4_Rowy_00145	Nejpjerwjej za nimi wo#la#yo, a n#ento? Co how zajmnego stoj? Aha, #fMa#lu#kkos#ci za dobrych p#yija#yelow#F - w por#edku.
Loc4_Rowy_00147	Mocy zemje, wo#lam was!$Nimam wjace hubu p#rewulku.$Ja pak so hi#zo njechowam -$tak p#os#cel#ce mi rjanu wowcu - pastyrsku!
Loc4_Rowy_00148	Mocy zemje, wo#lam was!$Njamam w#ecej gubu p#yewjeliku.$Ja pak se ju#zo njechowam -$tak pos#cel m#e r#ednu wojcu - pastyrsku!
Loc4_Rowy_00150	To ni#ko njeb#e. M#o#zu ja to raz spyta#c?
Loc4_Rowy_00151	To njejo nic by#lo. Mogu ja raz wopyta#y?
Loc4_Rowy_00153	Wokomik! Zaw#es#ce b#e to wopa#kny rym.
Loc4_Rowy_00154	Hmm, zaw#es#ce wopacny rym!
Loc4_Rowy_00156	Helske mocy, Krabat was wo#la!$Zemska skora bybota.$Wa#s najenk so hnydom wr#o#ci,$#zanoho #k#lowjeka hi#zo njezamu#ci.
Loc4_Rowy_00157	Helske mocy, Krabat was wo#la!$Zemska #skora derkoco.$Wa#s najma#x se ned wro#yijo,$#zednogo lu#da ju#zo njezamu#yi.
Loc4_Rowy_00159	B#e do#lho dos#c na wot boha datej zemi,$#k#lowje#ke d#d#e#lo pak njepoz#lo#ci.$Mocy za to m#eje#se hoberske.$N#etko pak dos#c, #ziwjenje njeje na w#e#kne ...
Loc4_Rowy_00160	By#l jo d#lujko dos#c na bo#zej zemi,$c#lowjeske #d#e#lo pak njepoz#lo#yi.$Mocy za to m#e#l jo wjelicke,$n#ento pak dos#c, #zywjenje njejo nimjerne.
Loc4_Rowy_00162	#Sto je so sta#lo? M#lynk tu p#reco hi#s#ce je, ale wowca je so zminy#la.
Loc4_Rowy_00163	Co jo se sta#lo? M#lynik how p#yecej hy#s#ci jo, ale wojca jo se minu#la.
Loc4_Rowy_00165	Hej, m#lynko ...! Tu n#e#sto njetrjechi. Je to scy#la prawa kniha?
Loc4_Rowy_00166	Hej, m#lynik ...! How n#eco njetrjefi. Su to sce#lego p#sawe knjig#ly?
Loc4_Rowy_00168	Haj, to je prawa kniha. Nad#dijomnje je Koraktor n#etko w dobrymaj rukomaj.
Loc4_Rowy_00169	Jo, to su p#sawe knig#ly. Na#dejam se, a#z jo Koraktor n#ento w dobryma rukoma.
Loc4_Rowy_00171	Spod#diwnje. Runje na tut#on row wjace sw#ecy pada.
Loc4_Rowy_00172	#Diwnje. Rowno na ten row w#ecej sw#et#la pada.
Loc4_Rowy_00174	Nic hi#s#ce raz!
Loc4_Rowy_00175	Nic hy#s#ci raz!
Loc4_Rowy_00177	Tu w#on je: KORAKTOR. Kniha njeb#e w rowje, ale w brju#se postawy!
Loc4_Rowy_00178	How won jo: KORAKTOR. Knig#ly njejsu w rowje, ale w brjuchu postawy byli!
Loc4_Wotrow_00000	Doma b#e w#ezo wulke wjeselo po nawr#o#ce zhubjeneho syna. Ma#c b#e#se na#seho m#lodeho rjeka porjadnje wuswarje#la, ale wje#kor p#ri dobrym kusku swinje#ca, kotre#z b#e#se nan zar#eza#l, so #cmowe mr#o#kele ma#cerneje staros#ciwos#ce rozpu#s#cichu. Krabat dyrbje#se p#ri njed#delskej sukni ma#cerje slubi#c, zo wostanje w domiznje. Haj, w domiznje, #sto#z zap#rija w#ezo te#z ma#lu serbsku wjesku Wotrow, nad kotrej#z tr#onuje wu#cek na#sich prjedownikow - hrod#di#s#co.%%Tam chowa so s#lawna kniha. A Krabat so zaso na pu#c poda.
Loc4_Wotrow_00001	DS Doma b#e w#ezo wulke wjeselo po nawr#o#ce zhubjeneho syna. ma#c b#e#se na#seho m#lodeho rjeka porjadnje wuswarje#la, ale wje#kor p#ri dobrym kusku swinje#ca, kotre#z b#e#se nan zar#eza#l, so #cmowe mr#o#kele ma#cerneje staros#ciwos#ce rozpu#s#cichu. Krabat dyrbje#se p#ri njed#delskej sukni ma#cerje slubi#c, zo wostanje w domiznje. Haj, w domiznje, #sto#z zap#rija w#ezo te#z ma#lu serbsku wjesku Wotrow, nad kotrej#z tr#onuje wu#cek na#sich prjedownikow - hrod#di#s#co.%%Tam chowa so s#lawna kniha. A Krabat so zaso na pu#c poda.
Loc4_Wotrow_00003	To je tola Kl#o#sterska woda!
Loc4_Wotrow_00004	To jo zaw#es#ce Klo#starska woda!
Loc4_Wotrow_00006	Tule hi#zo w#sitko spi.
Loc4_Wotrow_00007	How ju#zo w#sykno spi.
Loc4_Wotrow_00009	To d#ostanu jeno#z mokrej noze.
Loc4_Wotrow_00010	To dostanjom jano mok#sej noze.
Loc4_Wotrow_00012	Do cuzych woknow njehladam.
Loc4_Wotrow_00013	Do cuzych woknow njepogl#ednjom.
Loc4_Wotrow_00015	Wr#o#co wjace njep#o#ndu.
Loc4_Wotrow_00016	Sl#edk w#ecej njepojdu.
Loc1_CornyCholmc1_00000	#Cmowy l#es.
Loc1_CornyCholmc1_00001	#Yamny l#es.
Loc1_CornyCholmc1_00003	Wjes na kromje l#esa. Serbska wjeska.
Loc1_CornyCholmc1_00004	Wjas na k#somje l#esa. Serbska wjas.
Loc1_CornyCholmc1_00006	Moje echo praji, zo je to #Korny Cho#lmc.
Loc1_CornyCholmc1_00007	Moj echo groni, a#z jo to Carny Cho#lmc.
Loc1_CornyCholmc1_00009	#Cmowy l#eso, s#ly#si#s m#ocny h#l#os Krabata?
Loc1_CornyCholmc1_00010	#Yamny l#es, s#ly#sy#s mocny g#los Krabata?
Loc1_CornyCholmc1_00012	N#e, Krabato, tw#oj echo #ci wotmo#lwja. Steji#s p#ri l#esu #Korneho Cho#lmca.
Loc1_CornyCholmc1_00013	N#e, Krabat, twoj echo #yi wotegranja. Ty stoj#s p#yi l#esu jsy Carny Cho#lmc.
Loc1_CornyCholmc1_00015	Huch, tajke n#e#sto zajimawe!
Loc1_CornyCholmc1_00016	Huch, take n#eco zajmnego!
Loc1_CornyCholmc1_00018	Snano m#o#zu so moje echo pozd#di#so znowa pra#se#c, ale prawy rytmus za rym wono hi#s#ce nima.
Loc1_CornyCholmc1_00019	Sna#d mogu se mojogo echa pozd#dej wotnowotki p#sa#sa#y, ale ten p#sawy rytmus za rymowanje won hy#s#ci njama.
Loc1_CornyCholmc1_00021	Do tuteje wjeski nochcu. Sym tam hus#ci#so po pro#senju chod#di#l, a lud#do tam jeno#z na mnje swarja.
Loc1_CornyCholmc1_00022	Do teje jsy njok. Som tam ces#cej na p#sosenje choj#di#l, a lu#de tam jano na mnjo #s#cokaju.
