Loc2_CornyCholmc2_00002	Ein d#usterer Wald.
Loc1_Zdzary1_00206	Drei, sieben, zw#plf - schwarze Zahlen...
Loc1_Zdzary1_00209	hehe.
Loc1_Zdzary1_00212	Zw#plf waren es, sind es und werden es sein.
Loc1_Zdzary1_00215	Hehe -
Loc1_Zdzary1_00218	f#allt zusammen... sicher, f#allt zusammen. Es fehlt die Kraft, die Kraft einer m#annlichen Hand...
Loc1_Zdzary1_00221	hehe.
Loc1_Zdzary1_00224	Irgendwie komisch - die Alte. Wollen wir nicht lieber weitergehen?
Loc1_Zdzary1_00229	Du hast recht ! Geh lieber weiter !$Vielleicht bei#tt Sie Dich noch !
Loc1_Zdzary1_00230	Nein ! Wozu habe ich denn sonst das Spiel gekauft ??
Loc1_Zdzary1_00233	Ich war jung, sch#pn...
Loc1_Zdzary1_00236	hehe -
Loc1_Zdzary1_00239	eine h#ubsche Braut, gro#te Feier...
Loc1_Zdzary1_00242	hehe.
Loc1_Zdzary1_00245	Rohe Kr#afte zogen ? durchs Land...
Loc1_Zdzary1_00248	hehe -
Loc1_Zdzary1_00251	vor einem halben Jahrhundert,$nahmen den Mann, den Vater und die Mutter...
Loc1_Zdzary1_00254	ich bin Witwe...
Loc1_Zdzary1_00257	Mir helfen...
Loc1_Zdzary1_00260	hehe?
Loc1_Zdzary1_00263	Hilf Dir selbst ! Suche das Gl#uck - hier wirst Du es nicht finden...
Loc1_Zdzary1_00266	hehe -
Loc1_Zdzary1_00269	hinaus in die weite Welt...
Loc1_Zdzary1_00272	hehehe.
Main_Info_00006	SPIELDESIGN:
Main_Info_00007	Jan$Bensch
Main_Info_00008	J#prg$H#ubner
Main_Info_00015	PROGRAMMIERUNG:
Main_Info_00016	Daniel$Sobe
Main_Info_00017	Stefan$Saring
Main_Info_00022	ZEICHNUNGEN:
Main_Info_00023	Stefan$Hanusch
Main_Info_00028	GRAFIK$UND$ANIMATIONEN:
Main_Info_00029	Jan$Bensch
Main_Info_00038	MUSIK:
Main_Info_00039	Michael Ziesch
Main_Info_00040	SFX:
Main_Info_00041	Jan Bensch
Main_Info_00046	DIALOGE$UND$TEXTE:
Main_Info_00047	J#prg$H#ubner
Main_Inventar_00008	Das geht nicht.
Main_Inventar_00009	Das funktioniert nicht.
Main_Inventar_00010	So nicht.
Main_Inventar_00011	Das kann ich nicht machen.
Main_Inventar_00014	Die Fl#pte ist eine Erinnerung$an meinen Gro#tvater.
Main_Inventar_00017	Das ist mein Weidestock.
Main_Inventar_00020	Wof#ur werde ich es nur brauchen?
Main_Inventar_00023	Die Tasse ist leer.
Main_Inventar_00026	Oh, er ist sehr scharf!
Main_Inventar_00029	Eine feine Leine .
Main_Inventar_00032	Hmmm, sieht wie eine Peitsche aus.
Main_Inventar_00035	Igitt, sind die schleimig!
Main_Inventar_00038	Damit kann ich angeln gehen.
Main_Inventar_00041	Der Wurm geht gleich baden!
Main_Inventar_00044	Seht her, was ich gefangen habe!
Main_Inventar_00047	Kleine, teilweise runde Steine .
Main_Inventar_00050	Wenn das nur ein echter w#are...
Main_Inventar_00053	Hm, der f#angt schon zu stinken an.
Main_Inventar_00056	He, ich bin reich!
Main_Inventar_00059	Die kann ich niemandem mehr anbieten!
Main_Inventar_00062	Aha, dadurch kann ich atmen!
Main_Inventar_00065	Ihr Herren, nehmt Euch in Acht!$Na ja, ist nicht gerade die st#arkste Waffe.
Main_Inventar_00068	Eine sch#pne, schwarze Rabenfeder.
Main_Inventar_00071	Eine Karte der Lausitz.
Main_Inventar_00074	Das Empfehlungsschreiben f#ur$Dinglinger.
Main_Inventar_00077	Diese Erlaubnis mu#t noch unterschrieben$und besiegelt werden.
Main_Inventar_00080	Die besiegelte aber noch nicht$unterschriebene Erlaubnis.
Main_Inventar_00083	Die unterschriebene aber noch$nicht besiegelte Erlaubnis.
Main_Inventar_00086	Die unterschriebene und besiegelte$Erlaubnis der K#pnigs.
Main_Inventar_00089	Das Holz brennt bestimmt hervorragend.
Main_Inventar_00092	Ein herrlich weicher Pelz.
Main_Inventar_00095	Wo der Enterhaken blo#t halten wird?
Main_Inventar_00098	Ein festes Seil.
Main_Inventar_00101	Der Enterhaken mit Seil. Jetzt bin ich ein richtiger Pirat.
Main_Inventar_00104	5 Taler. Viel ist das nicht!
Main_Inventar_00107	Damit sehe ich wie ein Hampelmann aus.
Main_Inventar_00110	Eine lange Lanze.
Main_Inventar_00113	Darunter schwitzt man bestimmt sch#pn.
Main_Inventar_00116	Anders gehts nicht,$so bleibt der Wein wenigstens drin.
Main_Inventar_00119	Eine Sonnenarmbanduhr.
Main_Inventar_00122	Der Hammer des Zimmermanns.
Main_Inventar_00125	Das ist der Schl#ussel zur Schatzkammer.
Main_Inventar_00128	Das wird mal eine sch#pne Opferschale.
Main_Inventar_00131	Ein unterschriebener Befehl.
Main_Inventar_00134	Das ist die Skizze der Opferschale.
Main_Inventar_00137	Das ist der Rest des Stollens.
Main_Inventar_00140	Guter Dresdener Stollen.
Main_Inventar_00143	Das ist meine pers#pnliche Kleidung.
Main_Inventar_00146	Das ist eine Karte meiner Heimat.
Main_Inventar_00149	#fDas Publikum und ich. Wie man #Angste #uberwindet#F$Das ist ein ziemlich schweres Buch.
Main_Inventar_00152	Die Opfersch#ussel. Der Schl#ussel zum Koraktor.
Main_Inventar_00155	Der Koraktor -$endlich habe ich ihn gefunden!
Main_Inventar_00158	Ein riesiger, schwerer Stein!
Main_Inventar_00161	Trockenes Stroh.
Main_Inventar_00164	Das kommt mir nicht in den Becher!
Main_Inventar_00167	Er ist nicht durstig!
Main_Inventar_00170	Nein, das will ich nicht anz#unden!
Main_Inventar_00173	Nein, das will ich nicht anz#unden!
Main_Inventar_00176	Einer reicht!
Main_Inventar_00179	Er ist nicht kitzlig.
Main_Inventar_00182	Nein, damit kann ich nicht schreiben.
Main_Inventar_00185	Nein, das will ich nicht anz#unden.
Main_Inventar_00188	Nein, das will ich nicht anz#unden.
Main_Inventar_00191	Nein, nein. Sie spielt ziemlich schlecht.
Main_Inventar_00194	Einfach nur so? Nein!
Main_Inventar_00197	Etwas fehlt noch!
Main_Inventar_00200	Er ist nicht hungrig.
Main_Inventar_00203	Nein, das will ich nicht anz#unden.
Main_Inventar_00206	Er ist nicht mehr hungrig.
Main_Inventar_00209	Einmal reicht zu.
Main_Inventar_00212	Einmal reicht zu.
Main_Inventar_00215	Einmal reicht zu.
Main_Inventar_00218	Heh, das ist Tierqu#alerei!
Main_Inventar_00221	Das kommt mir nicht in den Becher !
Main_Inventar_00224	Einfach nur so? Nein!
Main_Inventar_00227	Etwas fehlt noch!
Main_Inventar_00230	Einfach nur so? Nein!
Main_Inventar_00233	Das kann ich nicht in den Brief stecken!
Main_Inventar_00236	Wie sieht das denn aus? Ein Brief mit dickem Bauch.
Main_Inventar_00239	Sicher. Und dann finde ich die Groschen nicht mehr.
Main_Inventar_00242	Das #uberlasse ich lieber Dinglinger.
Main_Inventar_00245	Einfach nur so? Nein!
Main_Inventar_00248	So lieber nicht.
Main_Inventar_00251	Nein, das will ich nicht anz#unden!
Main_Karta_00014	Wittichenau
Main_Karta_00015	Bernsdorf
Main_Karta_00016	Sch#pnau
Main_Karta_00017	Ralbitz
Main_Karta_00018	Eutrich
Main_Karta_00019	S#archen
Main_Karta_00020	Schwarzkollm
Main_Konc_00006	   Sind sie sicher?
Main_Konc_00007	  Ja
Main_Konc_00008	 Nein
Main_Mainlaby_00002	Der arme Kerl brennt ja!
Main_Mainlaby_00005	Oh, ein Groschen. Daf#ur helfe ich Dir raus.
Main_Mainlaby_00008	M#uller, M#uller, Krabat ruft Dich, es verstecke sich die Sonne hinter dem d#usteren Wald.
Main_Mainlaby_00011	Er brennt doch schon.
Main_Mainlaby_00032	Du brennst irgendwie.
Main_Mainlaby_00033	Da habt ihr es im Winter wenigstens immer sch#pn warm.
Main_Mainlaby_00034	Eigentlich suche ich die Schwarze M#uhle.
Main_Mainlaby_00035	Ich suche die Schwarze M#uhle.
Main_Mainlaby_00036	Nein, keiner hilft mir.
Main_Mainlaby_00037	Der Wassermann hat gesagt, da#t ihr mir helfen k#pnntet.
Main_Mainlaby_00038	Ich finde den Ausgang nicht. K#pnnt ihr mir helfen?
Main_Mainlaby_00039	Ich finde den Ausgang nicht. K#pnnt ihr mir helfen?
Main_Mainlaby_00040	Ach, nichts. Ich habe mich geirrt.
Main_Mainlaby_00041	Ich komme bald zur#uck.
Main_Mainlaby_00044	Sicher brenne ich. Wir sind die Irrlichter und ich bin ihr Anfuehrer.
Main_Mainlaby_00047	Guter Witz. Im warmen Sommer ist das dann ein bi#tchen anders. Was suchst Du hier ?
Main_Mainlaby_00050	Aha, die Schwarze M#uhle. Wei#tt Du schon, wo die ist?
Main_Mainlaby_00053	Das ist wie #uberall im Leben eine Frage des gewissen Pfandes. Sicher wissen wir, wie und wo Du die Schwarze M#uhle findest.
Main_Mainlaby_00056	Aber Du bist ein armer Bursche und hast nichts in der Tasche.
Main_Mainlaby_00059	Sicher. Das erste Mal ist das noch kostenlos. Naechstes Mal kostet das aber einen Groschen. Moment...
Main_Mainlaby_00062	Das ist wie #uberall im Leben eine Frage des gewissen Pfandes. Aber Du bist ein armer Bursche und hast nichts in der Tasche.
Main_Mainloc_00010	Das klappt so nicht!
Main_Mainloc_00011	Das hat keinen Sinn!
Main_Mainloc_00012	Das benutzt man anders!
Main_Mainloc_00013	Das kann ich nicht machen!
Main_Mainloc_00014	Besser nicht!
Main_Mainloc_00021	Das braucht er nicht!
Main_Mainloc_00022	Das werde ich noch brauchen!
Main_Mainloc_00023	Das behalte ich mir lieber!
Main_Mainloc_00030	Das braucht sie nicht!
Main_Mainloc_00031	Das werde ich noch brauchen!
Main_Mainloc_00032	Das behalte ich mir lieber!
Main_Mainloc_00039	Das brauchen sie nicht!
Main_Mainloc_00040	Das werde ich noch brauchen!
Main_Mainloc_00041	Das behalte ich mir lieber!
Main_Mainloc_00048	Das brauchen sie nicht!
Main_Mainloc_00049	Das werde ich noch brauchen!
Main_Mainloc_00050	Das behalte ich mir lieber!
Main_Mainloc_00057	Das brauchen sie nicht!
Main_Mainloc_00058	Das werde ich noch brauchen!
Main_Mainloc_00059	Das behalte ich mir lieber!
Main_Mainloc_00062	Das verbessert nichts!
Main_Mainloc_00065	Heh, nicht vor den Kopf!
Main_Mainloc_00068	Die ist leer!
Main_Mainloc_00071	Aua!
Main_Mainloc_00074	Sehr fesselnd.
Main_Mainloc_00077	Damit allein kann ich noch nichts anfangen.
Main_Mainloc_00080	Ich habe schon besser gegessen.
Main_Mainloc_00083	Damit allein kann ich noch nichts anfangen.
Main_Mainloc_00086	Ich brauche Wasser.
Main_Mainloc_00089	Ich brauche Wasser.
Main_Mainloc_00092	Das soll wohl ein Witz sein!?
Main_Mainloc_00095	Aber doch nicht roh!
Main_Mainloc_00098	Jetzt ist der Groschen gefallen!
Main_Mainloc_00101	Bin nicht durstig!
Main_Mainloc_00104	Aua!
Main_Mainloc_00107	Heh, ich bin kitzelig!
Main_Mainloc_00110	Den brauche ich f#ur Dinglinger.
Main_Mainloc_00113	Was soll ich mit der Erlaubnis?
Main_Mainloc_00116	Was soll ich mit der Erlaubnis?
Main_Mainloc_00119	Was soll ich mit der Erlaubnis?
Main_Mainloc_00122	Das bekommt Dinglinger.
Main_Mainloc_00125	Was will ich mit dem Holz?
Main_Mainloc_00128	Als ob mich unsere Katze streicheln w#urde.
Main_Mainloc_00131	Was soll das?
Main_Mainloc_00134	Sehr fesselnd.
Main_Mainloc_00137	Wie sieht das denn aus?
Main_Mainloc_00140	Ich habe sie doch schon!
Main_Mainloc_00143	Wenn die Wachen mich in der Stadt mit Bedienstetenkleidung sehen, bekomme ich wieder #Arger.
Main_Mainloc_00146	Au, das tut ziemlich weh!
Main_Mainloc_00149	Ich habe schon einen harten Sch#adel!
Main_Mainloc_00152	Wenn ich das austrinke, bin ich morgen noch betrunken!
Main_Mainloc_00155	Ich kann die richtige Zeit nicht ablesen!
Main_Mainloc_00158	Ich will mir nicht die Z#ahne ziehen!
Main_Mainloc_00161	Den braucht Dinglinger!
Main_Mainloc_00164	Das kann ich nicht allein bearbeiten!
Main_Mainloc_00167	Ich will mir nichts befehlen!
Main_Mainloc_00170	Den m#pchte ich mit einem besonderen Menschen teilen!
Main_Mainloc_00173	Im Schlo#t mu#t ich die Bedienstetenkleidung tragen.
Main_Mainloc_00176	Die brauche ich jetzt nicht.
Main_Mainloc_00179	Ich habe schon drin gelesen.
Main_Mainloc_00182	Blo#t gut, da#t ich in der M#uhle ein bi#tchen lesen gelernt habe.
Main_Mainloc_00185	Das hat keinen Sinn!
Main_Mainloc_00188	Das tu ich mir mal nicht antun tun tun!
Main_Mainloc_00191	Habe keinen Appetit ...
Main_Mainloc_00194	Also - das Buch ist von einem bestimmten Stefan, es handelt in den Bergen...hmmm? Komischer Name!
Main_Mainloc_00197	Ein St#undchen sp#ater...
Main_Mainloc_00200	Das Buch ist nicht nur Schauspieler interessant. Jetzt hat auch Krabat keine Angst mehr.
Main_Mainloc_00203	Oh, das letzte St#uck Stollen war gut. Mit vollem Bauch f#uhle ich mich sehr stark.
Main_Mainloc2_00006	Was habe ich Dir gesagt...das ist nicht der k#urzeste Weg...zur#uck in die M#uhle !
Main_Mainloc2_00007	Krabat, h#prst Du nicht zu ? Zur#uck...!!!
Main_Mainloc2_00008	Hast Du keinen Orientierungssinn ? Den k#urzesten Weg !
Main_Skica_00002	Heh, jetzt wei#t ich es wieder! Das ist die Skizze, die der Pfarrer in Wittichenau mir gezeigt hatte.
Main_Hauptmenu_00001	Weiterspielen
Main_Hauptmenu_00002	#Pffnen
Main_Hauptmenu_00003	Speichern
Main_Hauptmenu_00004	Neu starten
Main_Hauptmenu_00005	Spielende
Main_Hauptmenu_00006	Sprache
Main_Hauptmenu_00007	Info
